sample_id,character,split,relative_path
20_496,育,train,train/20_496.npz
20_501,神,train,train/20_501.npz
20_506,臣,train,train/20_506.npz
20_513,者,train,train/20_513.npz
20_514,依,train,train/20_514.npz
20_517,九,train,train/20_517.npz
20_520,四,train,train/20_520.npz
20_521,月,train,train/20_521.npz
20_523,一,train,train/20_523.npz
20_528,右,train,train/20_528.npz
20_542,一,train,train/20_542.npz
20_543,日,test,test/20_543.npz
20_545,中,train,train/20_545.npz
20_551,宣,train,train/20_551.npz
20_555,者,train,train/20_555.npz
20_572,臣,train,train/20_572.npz
20_582,百,train,train/20_582.npz
20_586,一,test,test/20_586.npz
20_587,日,train,train/20_587.npz
20_590,人,test,test/20_590.npz
20_598,之,test,test/20_598.npz
20_60,生,train,train/20_60.npz
20_602,八,train,train/20_602.npz
20_603,百,train,train/20_603.npz
20_605,玄,test,test/20_605.npz
20_606,元,train,train/20_606.npz
20_607,皇,test,test/20_607.npz
20_611,之,train,train/20_611.npz
20_612,代,train,train/20_612.npz
20_628,下,train,train/20_628.npz
20_64,昨,train,train/20_64.npz
20_641,昌,test,test/20_641.npz
20_644,符,train,train/20_644.npz
20_645,同,train,train/20_645.npz
20_647,者,test,test/20_647.npz
20_648,久,test,test/20_648.npz
20_655,而,train,train/20_655.npz
20_661,何,train,train/20_661.npz
20_665,神,train,train/20_665.npz
20_666,休,train,train/20_666.npz
20_671,臣,test,test/20_671.npz
20_676,以,train,train/20_676.npz
20_677,上,test,test/20_677.npz
20_688,言,train,train/20_688.npz
20_703,如,train,train/20_703.npz
20_705,臣,test,test/20_705.npz
20_92,一,train,train/20_92.npz
21_15,表,train,train/21_15.npz
22_10,皇,train,train/22_10.npz
22_1004,而,train,train/22_1004.npz
22_1022,二,train,train/22_1022.npz
22_1044,而,test,test/22_1044.npz
22_1049,春,train,train/22_1049.npz
22_1052,天,test,test/22_1052.npz
22_1088,之,train,train/22_1088.npz
22_1094,金,train,train/22_1094.npz
22_1099,之,train,train/22_1099.npz
22_1106,水,test,test/22_1106.npz
22_1108,神,test,test/22_1108.npz
22_1110,之,train,train/22_1110.npz
22_112,不,train,train/22_112.npz
22_1120,之,test,test/22_1120.npz
22_114,形,train,train/22_114.npz
22_1142,而,train,train/22_1142.npz
22_1150,夜,train,train/22_1150.npz
22_1154,之,test,test/22_1154.npz
22_1155,光,train,train/22_1155.npz
22_1156,火,test,test/22_1156.npz
22_1157,宅,train,train/22_1157.npz
22_1158,之,test,test/22_1158.npz
22_1163,之,train,train/22_1163.npz
22_118,在,train,train/22_118.npz
22_1187,其,train,train/22_1187.npz
22_1198,玄,train,train/22_1198.npz
22_1202,者,train,train/22_1202.npz
22_1206,令,train,train/22_1206.npz
22_1215,之,train,train/22_1215.npz
22_1221,之,train,train/22_1221.npz
22_1233,三,train,train/22_1233.npz
22_1237,十,train,train/22_1237.npz
22_1240,六,test,test/22_1240.npz
22_1242,之,train,train/22_1242.npz
22_1249,一,train,train/22_1249.npz
22_1256,中,test,test/22_1256.npz
22_1258,之,train,train/22_1258.npz
22_1262,印,train,train/22_1262.npz
22_1264,之,test,test/22_1264.npz
22_1266,文,train,train/22_1266.npz
22_1279,更,test,test/22_1279.npz
22_1282,珠,train,train/22_1282.npz
22_1287,十,train,train/22_1287.npz
22_1289,七,train,train/22_1289.npz
22_1302,十,train,train/22_1302.npz
22_1307,六,train,train/22_1307.npz
22_1309,奉,train,train/22_1309.npz
22_1322,六,train,train/22_1322.npz
22_1325,十,train,train/22_1325.npz
22_1326,七,test,test/22_1326.npz
22_1329,大,test,test/22_1329.npz
22_1338,不,train,train/22_1338.npz
22_1343,之,train,train/22_1343.npz
22_1354,久,train,train/22_1354.npz
22_1370,之,train,train/22_1370.npz
22_138,十,test,test/22_138.npz
22_1380,固,test,test/22_1380.npz
22_1395,金,test,test/22_1395.npz
22_1396,石,train,train/22_1396.npz
22_1397,之,train,train/22_1397.npz
22_1399,文,train,train/22_1399.npz
22_1403,之,test,test/22_1403.npz
22_1411,岳,train,train/22_1411.npz
22_1416,大,test,test/22_1416.npz
22_1428,不,train,train/22_1428.npz
22_1436,未,train,train/22_1436.npz
22_1444,拙,train,train/22_1444.npz
22_145,上,test,test/22_145.npz
22_1459,交,train,train/22_1459.npz
22_1472,二,train,train/22_1472.npz
22_148,力,train,train/22_148.npz
22_1486,门,train,train/22_1486.npz
22_1487,玄,train,train/22_1487.npz
22_149,而,train,train/22_149.npz
22_1493,自,train,train/22_1493.npz
22_1494,在,test,test/22_1494.npz
22_15,寺,train,train/22_15.npz
22_1508,五,train,train/22_1508.npz
22_1513,一,test,test/22_1513.npz
22_152,大,test,test/22_152.npz
22_1529,空,test,test/22_1529.npz
22_153,之,train,train/22_153.npz
22_1551,不,train,train/22_1551.npz
22_1553,不,train,train/22_1553.npz
22_1554,垢,train,train/22_1554.npz
22_1555,不,train,train/22_1555.npz
22_1559,不,train,train/22_1559.npz
22_1564,中,test,test/22_1564.npz
22_1575,舌,train,train/22_1575.npz
22_1584,法,train,train/22_1584.npz
22_1588,乃,train,train/22_1588.npz
22_160,之,train,train/22_160.npz
22_1605,死,train,train/22_1605.npz
22_1630,依,test,test/22_1630.npz
22_1647,有,train,train/22_1647.npz
22_1656,究,train,train/22_1656.npz
22_1660,三,train,train/22_1660.npz
22_1677,三,train,train/22_1677.npz
22_1679,三,test,test/22_1679.npz
22_1690,大,train,train/22_1690.npz
22_1694,大,train,train/22_1694.npz
22_1708,一,train,train/22_1708.npz
22_1713,不,train,train/22_1713.npz
22_173,而,test,test/22_173.npz
22_174,不,train,train/22_174.npz
22_1761,志,test,test/22_1761.npz
22_1774,部,train,train/22_1774.npz
22_183,而,train,train/22_183.npz
22_19,仁,train,train/22_19.npz
22_2,三,train,train/22_2.npz
22_201,之,train,train/22_201.npz
22_217,其,train,train/22_217.npz
22_223,者,test,test/22_223.npz
22_227,大,test,test/22_227.npz
22_229,之,train,train/22_229.npz
22_232,乎,train,train/22_232.npz
22_244,而,train,train/22_244.npz
22_248,者,train,train/22_248.npz
22_25,王,train,train/22_25.npz
22_268,仰,train,train/22_268.npz
22_27,之,train,train/22_27.npz
22_273,及,train,train/22_273.npz
22_289,三,train,train/22_289.npz
22_290,千,test,test/22_290.npz
22_291,之,train,train/22_291.npz
22_292,光,train,train/22_292.npz
22_301,之,train,train/22_301.npz
22_31,二,train,train/22_31.npz
22_320,十,train,train/22_320.npz
22_323,而,train,train/22_323.npz
22_330,一,train,train/22_330.npz
22_334,曲,train,train/22_334.npz
22_351,而,test,test/22_351.npz
22_355,小,train,train/22_355.npz
22_356,之,train,train/22_356.npz
22_361,而,train,train/22_361.npz
22_372,之,train,train/22_372.npz
22_382,三,train,train/22_382.npz
22_383,空,train,train/22_383.npz
22_389,四,train,train/22_389.npz
22_392,行,test,test/22_392.npz
22_396,月,test,test/22_396.npz
22_397,未,train,train/22_397.npz
22_409,方,train,train/22_409.npz
22_41,四,train,train/22_41.npz
22_418,累,test,test/22_418.npz
22_430,千,test,test/22_430.npz
22_431,古,train,train/22_431.npz
22_432,而,train,train/22_432.npz
22_451,文,train,train/22_451.npz
22_452,之,train,train/22_452.npz
22_455,思,train,train/22_455.npz
22_46,寒,train,train/22_46.npz
22_463,前,train,train/22_463.npz
22_497,失,train,train/22_497.npz
22_498,地,test,test/22_498.npz
22_514,而,train,train/22_514.npz
22_519,寒,train,train/22_519.npz
22_524,而,train,train/22_524.npz
22_525,前,train,train/22_525.npz
22_538,宇,train,train/22_538.npz
22_539,十,train,train/22_539.npz
22_54,天,train,train/22_54.npz
22_540,有,train,train/22_540.npz
22_541,七,test,test/22_541.npz
22_546,邦,train,train/22_546.npz
22_554,水,train,train/22_554.npz
22_555,味,train,train/22_555.npz
22_586,一,train,train/22_586.npz
22_588,五,train,train/22_588.npz
22_595,田,train,train/22_595.npz
22_598,三,train,train/22_598.npz
22_611,之,train,train/22_611.npz
22_615,三,test,test/22_615.npz
22_622,五,test,test/22_622.npz
22_623,十,test,test/22_623.npz
22_625,部,train,train/22_625.npz
22_641,雨,train,train/22_641.npz
22_654,而,test,test/22_654.npz
22_658,火,train,train/22_658.npz
22_659,宅,test,test/22_659.npz
22_660,之,train,train/22_660.npz
22_691,人,train,train/22_691.npz
22_7,太,train,train/22_7.npz
22_704,其,train,train/22_704.npz
22_710,不,train,train/22_710.npz
22_723,由,train,train/22_723.npz
22_726,者,train,train/22_726.npz
22_729,物,train,train/22_729.npz
22_730,不,train,train/22_730.npz
22_74,而,test,test/22_74.npz
22_742,沾,train,train/22_742.npz
22_75,天,train,train/22_75.npz
22_765,方,train,train/22_765.npz
22_786,大,train,train/22_786.npz
22_799,典,train,train/22_799.npz
22_8,宗,train,train/22_8.npz
22_802,未,train,train/22_802.npz
22_81,而,train,train/22_81.npz
22_817,金,train,train/22_817.npz
22_84,者,train,train/22_84.npz
22_851,在,train,train/22_851.npz
22_852,春,train,train/22_852.npz
22_855,三,train,train/22_855.npz
22_870,文,train,train/22_870.npz
22_880,其,train,train/22_880.npz
22_889,之,train,train/22_889.npz
22_89,也,test,test/22_89.npz
22_890,玄,train,train/22_890.npz
22_891,宗,train,train/22_891.npz
22_894,之,train,train/22_894.npz
22_897,也,train,train/22_897.npz
22_899,括,train,train/22_899.npz
22_900,宏,train,train/22_900.npz
22_909,之,train,train/22_909.npz
22_915,之,train,train/22_915.npz
22_925,不,test,test/22_925.npz
22_927,其,train,train/22_927.npz
22_935,者,train,train/22_935.npz
22_938,其,test,test/22_938.npz
22_949,不,test,test/22_949.npz
22_952,化,train,train/22_952.npz
22_958,而,train,train/22_958.npz
22_959,不,test,test/22_959.npz
22_964,之,train,train/22_964.npz
22_968,六,train,train/22_968.npz
22_974,之,train,train/22_974.npz
22_980,之,train,train/22_980.npz
22_988,而,train,train/22_988.npz
22_99,者,train,train/22_99.npz
23_12,右,test,test/23_12.npz
23_218,冬,train,train/23_218.npz
23_237,三,train,train/23_237.npz
23_278,敢,train,train/23_278.npz
23_345,奏,train,train/23_345.npz
23_379,卷,train,train/23_379.npz
23_496,春,train,train/23_496.npz
23_520,殊,train,train/23_520.npz
23_657,有,train,train/23_657.npz
23_673,其,train,train/23_673.npz
23_723,居,test,test/23_723.npz
2_106,其,train,train/2_106.npz
2_108,子,test,test/2_108.npz
2_109,仲,train,train/2_109.npz
2_118,伯,train,train/2_118.npz
2_138,州,train,train/2_138.npz
2_169,好,train,train/2_169.npz
2_191,直,train,train/2_191.npz
2_197,益,train,train/2_197.npz
2_203,非,test,test/2_203.npz
2_219,化,train,train/2_219.npz
2_223,子,train,train/2_223.npz
2_228,相,train,train/2_228.npz
2_233,而,train,train/2_233.npz
2_237,有,test,test/2_237.npz
2_238,四,test,test/2_238.npz
2_246,行,train,train/2_246.npz
2_261,除,test,test/2_261.npz
2_263,州,test,test/2_263.npz
2_264,司,train,train/2_264.npz
2_292,知,train,train/2_292.npz
2_301,安,test,test/2_301.npz
2_330,和,train,train/2_330.npz
2_334,仁,train,train/2_334.npz
2_336,及,test,test/2_336.npz
2_343,木,train,train/2_343.npz
2_352,名,train,train/2_352.npz
2_360,子,train,train/2_360.npz
2_372,者,train,train/2_372.npz
2_378,太,train,train/2_378.npz
2_39,秀,train,train/2_39.npz
2_400,彤,train,train/2_400.npz
2_428,之,train,train/2_428.npz
2_43,名,train,train/2_43.npz
2_46,冲,train,train/2_46.npz
2_47,用,train,train/2_47.npz
2_482,白,train,train/2_482.npz
2_51,必,train,train/2_51.npz
2_53,久,train,train/2_53.npz
2_536,崇,test,test/2_536.npz
2_546,屈,train,train/2_546.npz
2_570,文,train,train/2_570.npz
2_59,之,train,train/2_59.npz
2_607,一,train,train/2_607.npz
2_611,一,test,test/2_611.npz
2_613,一,test,test/2_613.npz
2_619,子,train,train/2_619.npz
2_635,上,train,train/2_635.npz
2_636,又,test,test/2_636.npz
2_641,大,train,train/2_641.npz
2_644,且,train,train/2_644.npz
2_65,中,train,train/2_65.npz
2_654,昌,train,train/2_654.npz
2_665,也,train,train/2_665.npz
2_704,月,train,train/2_704.npz
2_705,有,train,train/2_705.npz
2_710,疾,train,train/2_710.npz
2_731,百,train,train/2_731.npz
2_733,匹,train,train/2_733.npz
2_734,米,train,train/2_734.npz
2_74,其,test,test/2_74.npz
2_75,代,train,train/2_75.npz
2_760,八,train,train/2_760.npz
2_761,日,train,train/2_761.npz
2_762,合,train,train/2_762.npz
2_783,和,test,test/2_783.npz
2_799,父,test,test/2_799.npz
2_80,其,train,train/2_80.npz
2_803,加,train,train/2_803.npz
2_804,人,train,train/2_804.npz
2_809,公,train,train/2_809.npz
2_82,者,train,train/2_82.npz
2_821,名,train,train/2_821.npz
2_822,用,train,train/2_822.npz
2_833,天,test,test/2_833.npz
2_85,我,train,train/2_85.npz
2_852,工,train,train/2_852.npz
2_856,地,train,train/2_856.npz
2_869,湖,train,train/2_869.npz
2_881,三,train,train/2_881.npz
2_882,思,train,train/2_882.npz
4_1,故,test,test/4_1.npz
4_102,有,train,train/4_102.npz
4_103,司,test,test/4_103.npz
4_104,中,train,train/4_104.npz
4_105,使,test,test/4_105.npz
4_106,内,train,train/4_106.npz
4_107,常,train,train/4_107.npz
4_108,侍,train,train/4_108.npz
4_11,并,train,train/4_11.npz
4_111,意,train,train/4_111.npz
4_112,遣,train,train/4_112.npz
4_114,于,train,train/4_114.npz
4_115,郊,train,train/4_115.npz
4_122,丧,train,train/4_122.npz
4_13,朝,train,train/4_13.npz
4_140,宛,train,train/4_140.npz
4_141,而,test,test/4_141.npz
4_148,年,train,train/4_148.npz
4_150,之,train,train/4_150.npz
4_152,原,train,train/4_152.npz
4_156,也,train,train/4_156.npz
4_157,夫,train,train/4_157.npz
4_158,人,train,train/4_158.npz
4_161,之,train,train/4_161.npz
4_163,保,train,train/4_163.npz
4_167,彤,train,train/4_167.npz
4_169,之,train,train/4_169.npz
4_170,美,train,train/4_170.npz
4_174,而,train,train/4_174.npz
4_176,详,train,train/4_176.npz
4_178,命,train,train/4_178.npz
4_179,史,test,test/4_179.npz
4_184,石,train,train/4_184.npz
4_20,著,train,train/4_20.npz
4_205,其,train,train/4_205.npz
4_209,其,train,train/4_209.npz
4_21,作,train,train/4_21.npz
4_211,金,train,train/4_211.npz
4_212,闺,train,train/4_212.npz
4_215,石,train,train/4_215.npz
4_226,凶,train,train/4_226.npz
4_227,千,train,train/4_227.npz
4_228,秋,train,train/4_228.npz
4_26,奉,train,train/4_26.npz
4_29,朝,test,test/4_29.npz
4_38,史,train,train/4_38.npz
4_4,夫,train,train/4_4.npz
4_40,林,train,train/4_40.npz
4_45,金,test,test/4_45.npz
4_46,鱼,train,train/4_46.npz
4_5,人,train,train/4_5.npz
4_55,维,train,train/4_55.npz
4_56,二,test,test/4_56.npz
4_57,年,test,test/4_57.npz
4_6,王,test,test/4_6.npz
4_60,月,train,train/4_60.npz
4_64,五,train,train/4_64.npz
4_65,日,test,test/4_65.npz
4_68,故,train,train/4_68.npz
4_7,氏,test,test/4_7.npz
4_71,夫,train,train/4_71.npz
4_73,王,train,train/4_73.npz
4_74,氏,train,train/4_74.npz
4_77,天,train,train/4_77.npz
4_81,子,train,train/4_81.npz
4_82,月,train,train/4_82.npz
4_84,日,train,train/4_84.npz
4_85,乙,train,train/4_85.npz
4_89,思,train,train/4_89.npz
4_90,保,train,train/4_90.npz
4_91,母,test,test/4_91.npz
4_92,之,train,train/4_92.npz
5_0,大,test,test/5_0.npz
5_1,唐,test,test/5_1.npz
5_1001,主,train,train/5_1001.npz
5_1005,年,train,train/5_1005.npz
5_101,居,train,train/5_101.npz
5_1013,九,train,train/5_1013.npz
5_1015,之,train,train/5_1015.npz
5_102,中,train,train/5_102.npz
5_1024,之,test,test/5_1024.npz
5_103,古,test,test/5_103.npz
5_1030,知,train,train/5_1030.npz
5_1040,尤,train,train/5_1040.npz
5_1055,良,train,train/5_1055.npz
5_1063,初,train,train/5_1063.npz
5_1068,安,train,train/5_1068.npz
5_1070,巫,train,train/5_1070.npz
5_1074,不,train,train/5_1074.npz
5_1075,知,test,test/5_1075.npz
5_1095,地,train,train/5_1095.npz
5_1097,二,train,train/5_1097.npz
5_1099,下,test,test/5_1099.npz
5_110,者,train,train/5_110.npz
5_1100,席,train,train/5_1100.npz
5_1103,泣,train,train/5_1103.npz
5_1105,勺,train,train/5_1105.npz
5_1107,不,train,train/5_1107.npz
5_1108,入,train,train/5_1108.npz
5_1109,口,train,train/5_1109.npz
5_1110,惜,train,train/5_1110.npz
5_1115,及,train,train/5_1115.npz
5_1122,其,train,train/5_1122.npz
5_1123,八,test,test/5_1123.npz
5_1125,八,train,train/5_1125.npz
5_113,至,test,test/5_113.npz
5_1130,州,train,train/5_1130.npz
5_1133,寺,train,train/5_1133.npz
5_1135,年,test,test/5_1135.npz
5_1136,七,train,train/5_1136.npz
5_1137,十,test,test/5_1137.npz
5_1138,三,train,train/5_1138.npz
5_1141,至,train,train/5_1141.npz
5_1149,同,train,train/5_1149.npz
5_115,排,train,train/5_115.npz
5_1151,司,train,train/5_1151.npz
5_1157,仍,train,train/5_1157.npz
5_116,金,train,train/5_116.npz
5_1163,王,train,train/5_1163.npz
5_1164,命,train,train/5_1164.npz
5_1166,之,train,train/5_1166.npz
5_1168,公,test,test/5_1168.npz
5_1172,二,train,train/5_1172.npz
5_1173,年,test,test/5_1173.npz
5_118,上,train,train/5_118.npz
5_1184,氏,train,train/5_1184.npz
5_1187,公,train,train/5_1187.npz
5_1189,天,train,train/5_1189.npz
5_1195,夫,train,train/5_1195.npz
5_121,出,test,test/5_121.npz
5_1210,子,train,train/5_1210.npz
5_1217,作,train,train/5_1217.npz
5_1218,少,train,train/5_1218.npz
5_1220,上,test,test/5_1220.npz
5_1228,公,train,train/5_1228.npz
5_1232,子,train,train/5_1232.npz
5_1242,才,train,train/5_1242.npz
5_1252,表,train,train/5_1252.npz
5_1264,封,train,train/5_1264.npz
5_1267,上,train,train/5_1267.npz
5_127,子,train,train/5_127.npz
5_1270,王,train,train/5_1270.npz
5_1273,史,train,train/5_1273.npz
5_1279,子,test,test/5_1279.npz
5_1286,永,train,train/5_1286.npz
5_129,光,train,train/5_129.npz
5_1291,奉,test,test/5_1291.npz
5_1299,天,train,train/5_1299.npz
5_13,上,train,train/5_13.npz
5_130,周,train,train/5_130.npz
5_1303,用,test,test/5_1303.npz
5_1304,刊,train,train/5_1304.npz
5_1307,之,test,test/5_1307.npz
5_1319,之,train,train/5_1319.npz
5_1322,大,train,train/5_1322.npz
5_1330,公,train,train/5_1330.npz
5_1331,君,train,train/5_1331.npz
5_1333,九,train,train/5_1333.npz
5_1351,崇,train,train/5_1351.npz
5_1358,同,test,test/5_1358.npz
5_1359,五,train,train/5_1359.npz
5_136,必,train,train/5_136.npz
5_1360,十,train,train/5_1360.npz
5_1361,年,train,train/5_1361.npz
5_137,可,test,test/5_137.npz
5_1389,仙,train,train/5_1389.npz
5_139,大,train,train/5_139.npz
5_1396,山,train,train/5_1396.npz
5_14,柱,test,test/5_14.npz
5_1400,中,train,train/5_1400.npz
5_1401,君,train,train/5_1401.npz
5_143,入,train,train/5_143.npz
5_146,折,train,train/5_146.npz
5_148,合,train,train/5_148.npz
5_151,而,train,train/5_151.npz
5_152,不,train,train/5_152.npz
5_155,而,train,train/5_155.npz
5_163,而,train,train/5_163.npz
5_164,不,train,train/5_164.npz
5_169,中,train,train/5_169.npz
5_173,外,train,train/5_173.npz
5_175,元,train,train/5_175.npz
5_18,公,train,train/5_18.npz
5_184,公,test,test/5_184.npz
5_186,姓,train,train/5_186.npz
5_188,初,train,train/5_188.npz
5_190,元,test,test/5_190.npz
5_191,一,test,test/5_191.npz
5_193,天,train,train/5_193.npz
5_197,姓,train,train/5_197.npz
5_199,改,train,train/5_199.npz
5_201,力,train,train/5_201.npz
5_202,士,train,train/5_202.npz
5_208,人,train,train/5_208.npz
5_209,也,train,train/5_209.npz
5_22,大,train,train/5_22.npz
5_222,遂,train,train/5_222.npz
5_225,家,test,test/5_225.npz
5_229,皇,train,train/5_229.npz
5_23,都,train,train/5_23.npz
5_230,唐,train,train/5_230.npz
5_238,公,train,train/5_238.npz
5_243,八,train,train/5_243.npz
5_244,州,train,train/5_244.npz
5_246,管,train,train/5_246.npz
5_250,大,train,train/5_250.npz
5_255,特,train,train/5_255.npz
5_26,公,train,train/5_26.npz
5_260,雄,train,train/5_260.npz
5_267,千,train,train/5_267.npz
5_268,里,test,test/5_268.npz
5_270,三,test,test/5_270.npz
5_273,智,train,train/5_273.npz
5_275,智,train,train/5_275.npz
5_279,耿,train,train/5_279.npz
5_281,知,train,train/5_281.npz
5_290,廷,train,train/5_290.npz
5_302,州,train,train/5_302.npz
5_304,史,test,test/5_304.npz
5_308,州,train,train/5_308.npz
5_315,州,train,train/5_315.npz
5_317,君,test,test/5_317.npz
5_32,尚,test,test/5_32.npz
5_320,舍,test,test/5_320.npz
5_322,君,train,train/5_322.npz
5_326,位,test,test/5_326.npz
5_330,子,train,train/5_330.npz
5_333,州,train,train/5_333.npz
5_335,事,train,train/5_335.npz
5_337,持,train,train/5_337.npz
5_346,使,train,train/5_346.npz
5_347,摧,train,train/5_347.npz
5_361,上,train,train/5_361.npz
5_363,帝,train,train/5_363.npz
5_367,家,train,train/5_367.npz
5_368,遂,train,train/5_368.npz
5_371,及,train,train/5_371.npz
5_372,公,train,train/5_372.npz
5_379,州,train,train/5_379.npz
5_380,大,train,train/5_380.npz
5_386,州,test,test/5_386.npz
5_388,少,train,train/5_388.npz
5_390,也,test,test/5_390.npz
5_393,十,train,train/5_393.npz
5_400,后,train,train/5_400.npz
5_405,之,train,train/5_405.npz
5_408,女,train,train/5_408.npz
5_414,公,train,train/5_414.npz
5_416,之,train,train/5_416.npz
5_421,羽,train,train/5_421.npz
5_429,翰,train,train/5_429.npz
5_43,炎,train,train/5_43.npz
5_433,日,train,train/5_433.npz
5_437,不,train,train/5_437.npz
5_439,必,train,train/5_439.npz
5_44,奉,train,train/5_44.npz
5_440,也,train,train/5_440.npz
5_443,五,train,train/5_443.npz
5_447,百,train,train/5_447.npz
5_454,力,train,train/5_454.npz
5_458,自,train,train/5_458.npz
5_459,文,train,train/5_459.npz
5_47,太,train,train/5_47.npz
5_470,至,train,train/5_470.npz
5_473,公,train,train/5_473.npz
5_477,凶,test,test/5_477.npz
5_478,弱,train,train/5_478.npz
5_48,中,train,train/5_48.npz
5_484,存,train,train/5_484.npz
5_489,三,train,train/5_489.npz
5_49,大,train,train/5_49.npz
5_490,州,train,train/5_490.npz
5_492,天,train,train/5_492.npz
5_50,夫,test,test/5_50.npz
5_503,侍,train,train/5_503.npz
5_505,延,train,train/5_505.npz
5_508,由,train,train/5_508.npz
5_513,氏,train,train/5_513.npz
5_515,命,test,test/5_515.npz
5_516,天,train,train/5_516.npz
5_517,也,train,train/5_517.npz
5_518,天,train,train/5_518.npz
5_522,子,test,test/5_522.npz
5_527,之,test,test/5_527.npz
5_537,自,train,train/5_537.npz
5_538,真,test,test/5_538.npz
5_539,宰,train,train/5_539.npz
5_542,主,test,test/5_542.npz
5_545,和,train,train/5_545.npz
5_56,林,train,train/5_56.npz
5_560,大,train,train/5_560.npz
5_570,登,train,train/5_570.npz
5_571,天,train,train/5_571.npz
5_574,未,train,train/5_574.npz
5_582,附,train,train/5_582.npz
5_584,公,test,test/5_584.npz
5_592,遂,train,train/5_592.npz
5_598,特,train,train/5_598.npz
5_6,同,train,train/5_6.npz
5_60,少,test,test/5_60.npz
5_600,朝,train,train/5_600.npz
5_602,大,train,train/5_602.npz
5_603,夫,train,train/5_603.npz
5_617,侍,train,train/5_617.npz
5_619,三,test,test/5_619.npz
5_62,奉,train,train/5_62.npz
5_628,右,train,train/5_628.npz
5_640,心,test,test/5_640.npz
5_647,乞,train,train/5_647.npz
5_652,父,train,train/5_652.npz
5_654,班,train,train/5_654.npz
5_658,之,train,train/5_658.npz
5_66,君,test,test/5_66.npz
5_661,名,train,train/5_661.npz
5_669,公,train,train/5_669.npz
5_671,加,train,train/5_671.npz
5_676,大,train,train/5_676.npz
5_678,又,train,train/5_678.npz
5_688,更,train,train/5_688.npz
5_695,左,train,train/5_695.npz
5_699,大,train,train/5_699.npz
5_7,三,train,train/5_7.npz
5_70,言,train,train/5_70.npz
5_702,申,train,train/5_702.npz
5_705,也,train,train/5_705.npz
5_713,使,test,test/5_713.npz
5_719,太,test,test/5_719.npz
5_720,夫,train,train/5_720.npz
5_721,人,train,train/5_721.npz
5_722,在,train,train/5_722.npz
5_724,夫,train,train/5_724.npz
5_728,宿,train,train/5_728.npz
5_731,公,train,train/5_731.npz
5_745,泉,train,train/5_745.npz
5_749,之,train,train/5_749.npz
5_755,子,train,train/5_755.npz
5_759,均,train,train/5_759.npz
5_767,海,train,train/5_767.npz
5_768,炎,train,train/5_768.npz
5_769,山,train,train/5_769.npz
5_770,不,test,test/5_770.npz
5_774,板,train,train/5_774.npz
5_781,堂,train,train/5_781.npz
5_797,行,train,train/5_797.npz
5_798,而,test,test/5_798.npz
5_799,至,train,train/5_799.npz
5_8,司,train,train/5_8.npz
5_803,之,train,train/5_803.npz
5_81,忠,train,train/5_81.npz
5_814,丁,train,train/5_814.npz
5_822,日,train,train/5_822.npz
5_828,夫,test,test/5_828.npz
5_829,人,train,train/5_829.npz
5_830,有,train,train/5_830.npz
5_839,累,train,train/5_839.npz
5_85,不,train,train/5_85.npz
5_850,大,train,train/5_850.npz
5_859,侍,train,train/5_859.npz
5_862,自,train,train/5_862.npz
5_863,公,train,train/5_863.npz
5_866,王,train,train/5_866.npz
5_868,之,train,train/5_868.npz
5_876,一,train,train/5_876.npz
5_878,玉,test,test/5_878.npz
5_879,石,train,train/5_879.npz
5_88,必,train,train/5_88.npz
5_890,行,test,test/5_890.npz
5_897,功,train,train/5_897.npz
5_899,生,train,train/5_899.npz
5_90,非,train,train/5_90.npz
5_902,上,train,train/5_902.npz
5_908,人,train,train/5_908.npz
5_911,酷,train,train/5_911.npz
5_914,公,train,train/5_914.npz
5_915,一,train,train/5_915.npz
5_916,言,train,train/5_916.npz
5_919,胡,train,train/5_919.npz
5_923,天,train,train/5_923.npz
5_924,王,train,train/5_924.npz
5_933,扶,train,train/5_933.npz
5_94,上,train,train/5_94.npz
5_943,公,train,train/5_943.npz
5_954,司,train,train/5_954.npz
5_955,封,train,train/5_955.npz
5_959,食,train,train/5_959.npz
5_96,又,train,train/5_96.npz
5_961,三,train,train/5_961.npz
5_962,千,train,train/5_962.npz
5_964,文,test,test/5_964.npz
5_974,奉,train,train/5_974.npz
5_978,太,train,train/5_978.npz
5_981,居,test,test/5_981.npz
5_988,行,train,train/5_988.npz
5_994,三,train,train/5_994.npz
5_995,百,test,test/5_995.npz
5_997,公,test,test/5_997.npz
5_998,左,test,test/5_998.npz
5_999,右,train,train/5_999.npz
6_101,光,train,train/6_101.npz
6_108,父,train,train/6_108.npz
6_110,才,train,train/6_110.npz
6_111,随,train,train/6_111.npz
6_114,司,train,train/6_114.npz
6_116,唐,train,train/6_116.npz
6_124,又,train,train/6_124.npz
6_135,天,train,train/6_135.npz
6_136,池,train,train/6_136.npz
6_139,丹,train,train/6_139.npz
6_142,毛,train,train/6_142.npz
6_148,山,train,train/6_148.npz
6_154,水,train,train/6_154.npz
6_179,金,train,train/6_179.npz
6_182,挺,train,train/6_182.npz
6_188,茂,train,train/6_188.npz
6_192,秀,train,train/6_192.npz
6_198,刻,train,train/6_198.npz
6_200,述,train,train/6_200.npz
6_201,壮,train,train/6_201.npz
6_202,夫,train,train/6_202.npz
6_203,不,train,train/6_203.npz
6_209,之,train,train/6_209.npz
6_21,沛,train,train/6_21.npz
6_210,平,train,train/6_210.npz
6_220,居,train,train/6_220.npz
